suburb,branchCode,speedDial,region,phone1,phone2,fax,email,manager,managerPhone,supervisor,supervisorPhone,supervisor2,supervisor2Phone,daysHomeVisit,hoursOpen,saturdayHoursOpen,dom1,dom2,dom3,dom4
Abbotsbury,FA,*020222,Fairfield,9726 1131,,,,,,,,,,TUE/THU,7.30-4pm,,,,,
Abbotsford        ,FD,*020223,Five Dock,9712 1387,,,,,,,,,,MON/THU,8-5pm,,,,,
Aberglasslyn,2ES,TBA,East Maitland,4064 4515,,,,,,,,,,Mon-Thu,7-3pm,,,,,
Acacia Gardens,BK,*020013,Blacktown,9622 2608,,,,,,,,,,,7.30-3.30pm,,,,,
Adamstown,2LB,2704,Broadmeadow,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Agnes Banks       ,2RI,*020668,Richmond,4588 8707,,,,,,,,,,MON/THU,8-4pm,,,,,
Airds,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,MON,7-6pm,,,,,
Akuna Bay,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,,8-4pm,,,,,
Alexandria,2MC,*020625,Mascot,8339 0622,,,,,,,,,,THU,7.30-3.30pm,,,,,
Alfords Point,MC,,Hurstville,9586 2411,,,,,,,,,,MO/WE/FR,8-4pm,,,,,
Allison,TG,,Tuggerah,4353 9668,,,,,,,,,,,8-4pm,,,,,
Allambie ,3MY,*020548,Manly,9977 5492,,,,,,,,,,WED/FRI,7.30-5pm,,,,,
Allambie Heights,3MY,*020548,Manly      ,9977 5492,,,,,,,,,,WED/FRI,7.30-5pm,,,,,
Allandale,2ES,TBA,East Maitland,4064 4515,,,,,,,,,,TUE,7-3pm,,,,,
Allawah,MC,,Hurstville,9586 2411,,,,,,,,,,TUE/THUR,8-4pm,,,,,
Ambervale,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,MON/WED,7-6pm,,,,,
Angus,2RI,*020668,Richmond,4588 8707,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Anna Bay,NQ,*020459,Nelson Bay,4984 1004,,,,,,,,,,,8-4pm,,,,,
Annandale,FD,*020223,Five Dock          ,9712 1387,,,,,,,,,,MON/THU,8-5pm,,,,,
Annangrove,2YD,*020846,Dural,8650 1377,,,,,,,,,,FRI,8-4pm,,,,,
Appin,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,WED,7-6pm,,,,,
Arcadia    ,2YD,*020846,Dural,8650 1377,,,,,,,,,,WED,8-4pm,,,,,
Arcadia Vale,TT,*020284,Toronto            ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Argenton,2LB,2704,Broadmeadow        ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Arncliffe   ,FD,*020223,Five Dock,9712 1387,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Arndell Park,BK,*020013,Blacktown,9622 2608,,,,,,,,,,WED,7.30-3.30pm,,,,,
Artarmon,NB,*020042,Northbridge        ,9958 4724,,,,,,,,,,MON-FRI,8-4pm,,,,,
Ashbury,FD,*020223,Five Dock          ,9712 1387,,,,,,,,,,TUE ,8-5pm,,,,,
Ashcroft,2XJ,*020722,Casula      ,8650 1336,,,,,,,,,,WED/FRI,7-5.30pm,,,,,
Ashfield         ,FD,*020223,Five Dock        ,9712 1387,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Ashtonfield,2ES,TBA,East Maitland,4064 4515,,,,,,,,,,,7-3pm,,,,,
Asquith,AS,*020139,Asquith            ,9476 5975,,,,,,,,,,,8-4pm,,,,,
Auburn,FA,*020222,Fairfield       ,9726 1131,,,,,,,,,,TUE/THU,7.30-4pm,,,,,
Austral,2XJ,*020722,Casula,8650 1336,,,,,,,,,,TUE/THU,7am-5.30pm,,,,,
Avalon,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,TUE,8-4pm,,,,,
Avoca Beach,2UA,,Umina Beach,8650 1575,,,,,,,,,,,7.30-4.30pm,,,,,
Awaba,TT,*020284,Toronto           ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Badgerys Creek,CM,*020335,Camden,4655 9688,,,,,,,,,,TUE,7.30-5pm,,,,,
Balaclava,2IB,*020879,Bowral          ,8650 1352,,,,,,,,,,,8-4pm,,,,,
Balcolyn,TT,*020284,Toronto          ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Balgowlah,3MY,*020548,Manly     ,9977 5492,,,,,,,,,,MON/THU,7.30-5pm,,,,,
Balmain,FD,*020223,Five Dock         ,9712 1387,,,,,,,,,,MON/THU,8-5pm,,,,,
Balmain East,FD,*020223,Five Dock,9712 1387,,,,,,,,,,MON/THU,8-5pm,,,,,
Balmoral,MM,*020041,Mosman,9968 1832,,,,,,,,,,,8-5pm,,,,,
Balmoral,TT,*020284,Toronto,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Bangor,AL,*020437,Cronulla,9523 7726,,,,,,,,,,MON/THU,8-4pm,,,,,
Banksia      ,MC,,Hurstville   ,9586 2411,,,,,,,,,,MO/WE/FR,8-4pm,,,,,
Banksmeadow      ,2MC,*020625,Mascot,8339 0622,,,,,,,,,,WED,7.30-3.30pm,,,,,
Bankstown,2XH,*020142,Bankstown          ,9708 6363,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Bantry Bay,2FR,*020729,Frenchs Forest  ,9451 7466,,,,,,,,,,,8-3.30pm,,,,,
Barden Ridge,MC,,Hurstville  ,9586 2411,,,,,,,,,,MO/WE/FR,8-4pm,,,,,
Bardia,CP,*020339,Campbelltown,46263483,,,,,,,,,,TUE/THU,7-6pm,,,,,
Bardwell Park,FD,*020223,Five Dock,9712 1387,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Bardwell Valley,FD,*020223,Five Dock,9712 1387,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Bargo,2IB,*020879,Bowral             ,8650 1352,,,,,,,,,,,8-4pm,,,,,
Barnsley,2LB,2704,Broadmeadow          ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Bass Hill,FA/2XH,*020222,Fairfield,9726 1131,,,,,,,,,,MON/FRI,7.30-4pm,,,,,
Bateau Bay,TG,,Tuggerah       ,4353 9668,,,,,,,,,,,7-6pm,,,,,
Baulkham Hills,2YD,*020846,Dural,8650 1377,,,,,,,,,,MO/TU/THU,8-4pm,,,,,
Bayview,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,MON/WED,8-4pm,,,,,
Beacon Hill,DH,*020219,Dee Why    ,9971 9114,,,,,,,,,,WED/FRI,7.30-5pm,,,,,
Beaconsfield,2MC,*020625,Mascot,8339 0622,,,,,,,,,,THU,7.30-3.30pm,,,,,
Beaumont Hills,2YD,*020846,Dural,8650 1377,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Beauty Point,MM,*020041,Mosman,9968 1832,,,,,,,,,,,8-5pm,,,,,
Beechwood,2LQ,2900,Port Macquarie ,6872 2900,,,,,,,,,,,9-6pm,,,,,
Beecroft,2EG,*020782,Epping,8650 1567,,,,,,,,,,WED/FRI,7.30-3.30pm,,,,,
Belfield,FD,*020223,Five Dock,9712 1387,,,,,,,,,,WED,8-5pm,,,,,
Bella Vista,2YD,*020846,Dural,8650 1377,,,,,,,,,,TUE,8-4pm,,,,,
Bellbird,2ES,TBA,East Maitland,4064 4515,,,,,,,,,,TUE,7-3pm,,,,,
Bellevue Hill,BZ,*020144,Bondi ,9389 5983,,,,,,,,,,MON/WED,7.30-4.30pm,,,,,
Belmont,2LB,2704,Broadmeadow   ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Belmore,MC,,Hurstville   ,9586 2411,,,,,,,,,,TUE/THU,8-4pm,,,,,
Belrose,2FR,*020729,Frenchs Forest  ,9451 7466,,,,,,,,,,MO/TU/FR,8-3.30pm,,,,,
Ben Buckler,BZ,*020144,Bondi     ,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Bensville,2UA,,Umina Beach,8650 1575,,,,,,,,,,,7.30-4.30pm,,,,,
Berala,FA,*020222,Fairfield       ,9726 1131,,,,,,,,,,TUE/THU,7.30-4pm,,,,,
Beresfield,2ES,TBA,East Maitland,4064 4515,,,,,,,,,,,7-3pm,,,,,
Berkley Vale,TG,,Tuggerah      ,4353 9668,,,,,,,,,,,7-6pm,,,,,
Berkshire Park,2RI,*020668,Richmond      ,4588 8707,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Berowra Heights,AS,*020139,Asquith           ,9476 5975,,,,,,,,,,,8-4pm,,,,,
Berrilee,2YD,*020846,Dural,8650 1377,,,,,,,,,,,8-4pm,,,,,
Berrima,2IB,*020879,Bowral,8650 1352,,,,,,,,,,,8-4pm,,,,,
Beverly Hills,MC,,Hurstville   ,9586 2411,,,,,,,,,,TUE/THU,8-4pm,,,,,
Beverly Park,MC,,Hurstville  ,9586 2411,,,,,,,,,,MO/WE/FR,8-4pm,,,,,
Bexley,MC,,Hurstville  ,9586 2411,,,,,,,,,,MO/WE/FR,8-4pm,,,,,
Bexley North,FD,*020223,Five Dock,9712 1387,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Bidwill,BK,*020013,Blacktown,9622 2608,,,,,,,,,,MON,7.30-3.30pm,,,,,
Bilgola,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,,8-4pm,,,,,
Bilpin,2RI,*020668,Richmond       ,4588 8707,,,,,,,,,,MON/THU,8-4pm,,,,,
Birchgrove,FD,*020223,Five Dock       ,9712 1387,,,,,,,,,,MON/THU,8-5pm,,,,,
Birmingham Gdns,2LB,2704,Broadmeadow        ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Birrong,2XH,*020142,Bankstown          ,9708 6363,,,,,,,,,,MON/THU,8-5pm,,,,,
Blackalls Park,TT,*020284,Toronto          ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Blackett,BK,*020013,Blacktown,9622 2608,,,,,,,,,,MON,7.30-3.30pm,,,,,
Blackheath,KT,*020948,Katoomba         ,4782 4181,,,,,,,,,,B&S,8-4pm,,,,,
Blackmans Point,2LQ,2900,Port Macquarie ,6867 2900,,,,,,,,,,,9-6pm,,,,,
Blacktown Nth,BK,*020013,Blacktown,9622 2608,,,,,,,,,,FRI,7.30-3.30pm,,,,,
Blacktown Sth,BK,*020013,Blacktown,9622 2608,,,,,,,,,,TUE/THU,7.30-3.30pm,,,,,
Blackwall,2UA,,Umina Beach,8650 1575,,,,,,,,,,,7.30-4.30pm,,,,,
Blair Athol,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,FRI,7-6pm,,,,,
Blairmont,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,FRI,7-6pm,,,,,
Blakehurst,MC,,Hurstville,9586 2411,,,,,,,,,,TUE/THU,8-4pm,,,,,
Blaxland      ,EP,*020580,Emu Plains,4735 6201,,,,,,,,,,B&S,6-6pm,,,,,
Bligh Park,2RI,*020668,Richmond     ,4588 8707,,,,,,,,,,TU/FRI,8-4pm,,,,,
Blue Bay,TG,,Tuggerah,4353 9668,,,,,,,,,,,7-6pm,,,,,
Blue Haven,TG,,Tuggerah,4353 9668,,,,,,,,,,,8-4pm,,,,,
Boat Harbour,NQ,*020459,Nelson Bay,4984 1004,,,,,,,,,,,8-4pm,,,,,
Bob’S Farm,NQ,*020459,Nelson Bay,4984 1004,,,,,,,,,,,8-4pm,,,,,
Bolton Clarke,2XJ,*020722,Casula,8650 1336,,,,,,,,,,TUE/THU,7-5.30pm,,,,,
Bolton Point,TT,*020284,Toronto           ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Bondi,BZ,*020144,Bondi     ,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Bondi Junction,BZ,*020144,Bondi      ,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Bonnells Bay,TT,*020284,Toronto          ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Bonnet Bay,AL,*020437,Cronulla,9523 7726,,,,,,,,,,MON/THU,8-4pm,,,,,
Bonny Hills,2LQ,2900,Port Macquarie ,6869 2900,,,,,,,,,,,9-6pm,,,,,
Bonnyrigg Split Area With Fa,2XJ,*020722,Casula,8650 1336,,,,,,,,,,MON,7-5.30pm,,,,,
Booker Bay,2UA,,Umina Beach,8650 1575,,,,,,,,,,,7.30-4.30pm,,,,,
Boolaroo,2LB,2704,Broadmeadow        ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Booragul,TT,*020284,Toronto      ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Boronia Park,GV,*020043,Gladesville      ,9879 3652,,,,,,,,,,TU/WE/FR,7.30-4pm,,,,,
Bossley Park,FA,*020222,Fairfield      ,9726 1131,,,,,,,,,,TUE/THU,7.30-4pm,,,,,
Botany,2MC,*020625,Mascot,8339 0622,,,,,,,,,,WED,7.30-3.30pm,,,,,
Botany East,2MC,*020625,Mascot,8339 0622,,,,,,,,,,WED,7.30-3.30pm,,,,,
Bow Bowing,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,FRI,7-6pm,,,,,
Bowen Mountain,2RI,*020668,Richmond        ,4588 8707,,,,,,,,,,MON/THU,8-4pm,,,,,
Bowral,2IB,*020879,Bowral          ,8650 1352,,,,,,,,,,,8-4pm,,,,,
Box Hill,2RI,*020668,Richmond       ,4588 8707,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Bradbury,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,MON/WED,7-6pm,,,,,
Bradley's Head,MM,*020041,Mosman    ,9968 1832,,,,,,,,,,,8-5pm,,,,,
Branxton,SG,*020283,Singleton          ,6572 3964,,,,,,,,,,,8-5pm,,,,,
Breakfast Point,FD,*020223,Five Dock        ,9712 1387,,,,,,,,,,THU,8-5pm,,,,,
Brighton Le Sands,MC,,Hurstville  ,9586 2411,,,,,,,,,,MO/WE/FR,8-4pm,,,,,
Brightwaters,TT,*020284,Toronto          ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Bringelly,2XJ,*020722,Casula,8650 1336,,,,,,,,,,TUE/THU,7-5.30pm,,,,,
Broadmeadow,2LB,2704,Broadmeadow         ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Bronte,BZ,*020144,Bondi,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Brooklyn,AS,*020139,Asquith         ,9476 5975,,,,,,,,,,,8-4pm,,,,,
Brookvale     ,DH,*020219,Dee Why   ,9971 9114,,,,,,,,,,MO/WE/FR,7.30-5pm,,,,,
Brownlow Hill,CM,*020335,Camden,4655 9688,,,,,,,,,,FRI,7.30-5pm,,,,,
Budgewoi,TG,,Tuggerah,4353 9668,,,,,,,,,,,8-4pm,,,,,
Buff Point,TG,,Tuggerah,4353 9668,,,,,,,,,,,8-4pm,,,,,
Bullaburra,KT,*020948,Katoomba        ,4782 4181,,,,,,,,,,B&S,8-4pm,,,,,
Bundanoon,2IB,*020879,Bowral,8650 1352,,,,,,,,,,,8-4pm,,,,,
Bundeena,,,Not done by DHM,,,,,,,,,,,,,,,,,
Bungarribee,BK,*020013,Blacktown,9622 2608,,,,,,,,,,WED/THU,7.30-3.30pm,,,,,
Burradoo,2IB,*020234,Bowral             ,8650 1352,,,,,,,,,,,8-4pm,,,,,
Burraneer,AL,*020437,Cronulla,9523 7726,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Burwood,FD,*020223,Five Dock          ,9712 1387,,,,,,,,,,WED,8-5pm,,,,,
Busby,2XJ,*020722,Casula,8650 1336,,,,,,,,,,WED/FRI,7-5.30pm,,,,,
Buttaba,TT,*020284,Toronto        ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Cabarita,FD,*020223,Five Dock         ,9712 1387,,,,,,,,,,THU,8-5pm,,,,,
Cabramatta,FA,*020222,Fairfield       ,9726 1131,,,,,,,,,,TUE/THU,7.30-4pm,,,,,
Cambridge Park,EP,*020580,Emu Plains,4735 6201,,,,,,,,,,B&S,6-6pm,,,,,
Camden              ,CM,*020335,Camden,4655 9688,,,,,,,,,,TUE,7.30-5pm,,,,,
Cameron Park,2LB,2704,Broadmeadow        ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Cammeray,NB,*020042,Northbridge,9958 4724,,,,,,,,,,MON/THU,8-4pm,,,,,
Campbelltown,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,MON/WED,7-6pm,,,,,
Camperdown,FD,*020223,Five Dock       ,9712 1387,,,,,,,,,,THU,8-5pm,,,,,
Campsie,FD,*020223,Five Dock        ,9712 1387,,,,,,,,,,TUE,8-5pm,,,,,
Canada Bay,FD,*020223,Five Dock     ,9712 1387,,,,,,,,,,MON,8-5pm,,,,,
Canley Heights,FA,*020222,Fairfield      ,9726 1131,,,,,,,,,,MO/WE/FR,7.30-4pm,,,,,
Canley Vale,FA,*020222,Fairfield       ,9726 1131,,,,,,,,,,WED/FRI,7.30-4pm,,,,,
Canterbury,FD,*020223,Five Dock      ,9712 1387,,,,,,,,,,TUE,8-5pm,,,,,
Canton Beach,TG,,Tuggerah,4353 9668,,,,,,,,,,,8-4pm,,,,,
Cardiff,2LB,2704,Broadmeadow        ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Careel Bay,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,,8-4pm,,,,,
Carey Bay,TT,*020284,Toronto         ,4959 6599,,,,,,,,,,,8-4pm,,,,,
Caringbah,AL,*020437,Cronulla,9523 7726,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Carlingford,2EG,*020782,Epping      ,8650 1567,,,,,,,,,,MO/WE/FR,7.30-3.30pm,,,,,
Carlton,MC,,Hurstville ,9586 2411,,,,,,,,,,TUE/THU,8-4pm,,,,,
Carnes Hill,2XJ,*020722,Casula,8650 1336,,,,,,,,,,TUE/THU,7-5.30pm,,,,,
Carramar,FA,*020222,Fairfield     ,9726 1131,,,,,,,,,,TUE/FRI,7.30-4pm,,,,,
Carrington,2LB,2704,Broadmeadow          ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Carss Park,MC,,Hurstville,9586 2411,,,,,,,,,,TU/THUR,8-4pm,,,,,
Cartwright,2XJ,*020722,Casula,8650 1336,,,,,,,,,,WED/FRI,7-5.30pm,,,,,
Castle Cove,NB,*020042,Northbridge      ,9958 4724,,,,,,,,,,MON/THU,8-4pm,,,,,
Castle Hill,2YD,*020846,Dural,8650 1377,,,,,,,,,,THU,8-4pm,,,,,
Castlecrag,NB,*020042,Northbridge      ,9958 4724,,,,,,,,,,MON-FRI,8-4pm,,,,,
Castlereagh,2RI,*020668,Richmond        ,4578 3333,,,,,,,,,,MON/THU,7.30-4pm,,,,,
Casula,2XJ,*020722,Casula,8650 1336,,,,,,,,,,TUE/THU,7-5.30pm,,,,,
Catherine Fields,CM,*020335,Camden,4655 9688,,,,,,,,,,THUR,7.30-5pm,,,,,
Cattai,2RI,*020668,Richmond       ,4588 8707,,,,,,,,,,WED,8-4pm,,,,,
Caves Beach,2LB,2704,Broadmeadow          ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Cawdor,CM,*020335,Camden,4655 9688,,,,,,,,,,FRI,7.30-5pm,,,,,
Cecil Hills,2XJ,*020722,Casula,8650 1336,,,,,,,,,,MON,7-5.30pm,,,,,
Cecil Park,FA,*020222,Fairfield      ,9726 1131,,,,,,,,,,,7.30-4pm,,,,,
Centennial Park,BZ,*020144,Bondi,9389 5983,,,,,,,,,,FRI,7.30-4.30pm,,,,,
Cessnock,2ES,TBA,East Maitland   ,4064 4515,,,,,,,,,,Mon-Thu,7-6pm,,,,,
Chain Valley Bay,TG,,Tuggerah,4353 9668,,,,,,,,,,,8-4pm,,,,,
Charing Cross,BZ,*020144,Bondi    ,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Charlestown,2LB,2704,Broadmeadow      ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Charmhaven,TG,,Tuggerah,4353 9668,,,,,,,,,,,8-4pm,,,,,
Chatswood,CV,*020018,Chatswood Village  ,9413 3386,,,,,,,,,,MON-FRI,8-4pm,,,,,
Cheltenham,2EG,*020782,Epping,8650 1567,,,,,,,,,,,7.30-3.30pm,,,,,
Cherrybrook,2YD,*020846,Dural,8650 1377,,,,,,,,,,MON/THU,8-4pm,,,,,
Chester Hill,FA,*020222,Fairfield      ,9726 1131,,,,,,,,,,MON/FRI,7.30-4pm,,,,,
Chifley,2MC,*020625,Mascot,8339 0622,,,,,,,,,,MON,7.30-3.30pm,,,,,
Chippendale,2MC,*020625,Mascot,8339 0622,,,,,,,,,,THUR,7.30-3.30pm,,,,,
Chipping Norton,2XJ,*020722,Casula,8650 1336,,,,,,,,,,WED/FRI,7-5.30pm,,,,,
Chisholm,2ES,TBA,East Maitland,4064 4515,,,,,,,,,,,7-3pm,,,,,
Chiswick,FD,*020223,Five Dock         ,9712 1387,,,,,,,,,,MON/THU,8-5pm,,,,,
Chittaway Bay,TG,,Tuggerah       ,4353 9668,,,,,,,,,,,7-6pm,,,,,
Chittaway Point,TG,,Tuggerah        ,4353 9668,,,,,,,,,,,7-6pm,,,,,
Chullora,2XH,*020142,Bankstown     ,9708 6363,,,,,,,,,,TUES,8-5pm,,,,,
Church Point,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,THU,8-4pm,,,,,
Claremont Meadows,EP,*020580,Emu Plains,4735 6201,,,,,,,,,,B&S,6-6pm,,,,,
Clarendon,2RI,*020668,Richmond      ,4588 8707,,,,,,,,,,,8-4pm,,,,,
Clareville,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,,8-4pm,,,,,
Claymore,CP,*020339,Campbelltown,4626 3483,,,,,,,,,,FRI,7-6pm,,,,,
Clemton Park,MC,,Hurstville   ,9586 2411,,,,,,,,,,TU/THUR,8-4pm,,,,,
Clifton Gardens,MM,*020041,Mosman ,9968 1832,,,,,,,,,,,8-5pm,,,,,
Clontarf,3MY,*020548,Manly     ,9977 5492,,,,,,,,,,THU,7.30-5pm,,,,,
Clovelly,BZ,*020144,Bondi,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Clovelly West,BZ,*020144,Bondi,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Coal Cliff,SSRO,*020022,Southern Pathology    ,4224 7474,,,,,,,,,,,7-5.30pm,,,,,
Coal Point,TT,*020284,Toronto         ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Cobbitty,CM,*020335,Camden,4655 9688,,,,,,,,,,THU,7.30-5pm,,,,,
Colebee,BK,*020013,Blacktown,9622 2608,,,,,,,,,,TUE,7.30-3.30pm,,,,,
Collaroy,VM,*020412,Mona Vale (Gateway),9997 8051,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Collaroy Plateau,DH,*020219,Dee Why      ,9971 9114,,,,,,,,,,,7.30-5pm,,,,,
Colo Vale,2IB,*020879,Bowral             ,8650 1352,,,,,,,,,,,8-4pm,,,,,
Colyton,BK,*020013,Blacktown,9622 2608,,,,,,,,,,FRI,7.30-3.30pm,,,,,
Comboyne,2LQ,2900,Port Macquarie ,6877 2900,,,,,,,,,,,9-6pm,,,,,
Como,AL,*020437,Cronulla,9523 7726,,,,,,,,,,MON/THU,8-4pm,,,,,
Concord,FD,*020223,Five Dock          ,9712 1387,,,,,,,,,,MON/THU,8-5pm,,,,,
Condell Park,2XH,*020142,Bankstown        ,9708 6363,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Connell’S Point          ,MC,,Hurstville   ,9586 2411,,,,,,,,,,TUE/THU,8-4pm,,,,,
Constitution Hill,WE,*020237,Wentworthville    ,9636 5734,,,,,,,,,,TUE/THU,7.30-4pm,,,,,
Coogee,2MC,*020625,Mascot,8339 0622,,,,,,,,,,TUE,7.30-3.30pm,,,,,
Coogee South,2MC,*020625,Mascot (after 1PM done by BZ),8339 0622,,,,,,,,,,TUE,7.30-3.30pm,,,,,
Cooks Hill,2LB,2704,Broadmeadow      ,4907 3714,,,,,,,,,,,7.30-4pm,,,,,
Cooranbong,TT,*020284,Toronto          ,4959 6599,,,,,,,,,,,7.30-6pm,,,,,
Copacabana,2UA,,Umina Beach,8650 1575,,,,,,,,,,,7.30-4.30pm,,,,,
Corlette,NQ,*020459,Nelson Bay,4984 1004,,,,,,,,,,,8-4pm,,,,,
Cottage Point,2FR,*020729,Frenchs Forest  ,9451 7466,,,,,,,,,,,8-3.30pm,,,,,
Cowan,AS,*020139,Asquith          ,9476 5975,,,,,,,,,,,8-4pm,,,,,
Cranebrook,EP,*020580,Emu Plains,4735 6201,,,,,,,,,,B&S,6-6pm,,,,,
Cremorne,MM,*020041,Mosman ,9968 1832,,,,,,,,,,T/W/TH,8-5pm,,,,,
Cromer,DH,*020219,Dee Why      ,9971 9114,,,,,,,,,,MO/WE/FR,7.30-5pm,,,,,
Cronulla,AL,*020437,Cronulla,9523 7726,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Crosslands,2LQ,2900,Port Macquarie ,6878 2900,,,,,,,,,,,9-6pm,,,,,
Crows Nest,NB,*020042,Northbridge       ,9958 4724,,,,,,,,,,MON/THU,8-4pm,,,,,
Croydon,FD,*020223,Five Dock      ,9712 1387,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Croydon Park,FD,*020223,Five Dock        ,9712 1387,,,,,,,,,,TUE/FRI,8-5pm,,,,,
Curl Curl,DH,*020219,Dee Why     ,9971 9114,,,,,,,,,,TUE/THU,7.30-5pm,,,,,
Currans Hill,CM,*020335,Camden,4655 9688,,,,,,,,,,THU,7.30-5pm,,,,,
Daceyville,2MC,*020625,Mascot,8339 0622,,,,,,,,,,FRI,7.30-3.30pm,,,,,
Daleys Point,2UA,,Umina Beach,8650 1575,,,,,,,,,,,7.30-4.30pm,,,,,
Darling Point,BZ,*020144,Bondi        ,9389 5983,,,,,,,,,,TUE/FRI,7.30-4.30pm,,,,,
Darlinghurst,BZ,*020144,Bondi    ,9389 5983,,,,,,,,,,THU,7.30-4.30pm,,,,,
Darlington,2MC,*020625,Mascot,8339 0622,,,,,,,,,,MON,7.30-3.30pm,,,,,
Davidson,2FR,*020729,Frenchs Forest  ,9451 7466,,,,,,,,,,MO/FRI,8-3.30pm,,,,,
Davistown,GO,*020254,Gosford  ,4337 3555,,,,,,,,,,,7.30-5.30pm,,,,,
Dawes Point,BZ,*020144,Bondi      ,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Dean Park,BK,*020013,Blacktown,9622 2608,,,,,,,,,,TUE,7.30-3.30pm,,,,,
Dee Why        ,DH,*020219,Dee Why      ,9971 9114,,,,,,,,,,M/T/TH/FR,7.30-5pm,,,,,
Denham Court,2XJ,*020722,Casula,8650 1336,,,,,,,,,,,7-5.30pm,,,,,
Denistone,2EG,*020782,Epping     ,8650 1567,,,,,,,,,,,7.30-3.30pm,,,,,
Dharruk,BK,*020013,Blacktown,9622 2608,,,,,,,,,,WED,7.30-3.30pm,,,,,
Diamond Bay,BZ,*020144,Bondi       ,9389 5983,,,,,,,,,,,7.30-4.30pm,,,,,
Dobroyd Point,FD,*020223,Five Dock       ,9712 1387,,,,,,,,,,,8-5pm,,,,,
Dolans Bay,AL,*020437,Cronulla,9523 7726,,,,,,,,,,TUE/FRI,8-4pm,,,,,
Dolls Point,MC,,Hurstville,9586 2411,,,,,,,,,,MO/WE/FR,8-4pm,,,,,
Doonside,BK,*020013,Blacktown,9622 2608,,,,,,,,,,WED,7.30-3.30pm,,,,,
Dooralong,TG,,Tuggerah ,4353 9668,,,,,,,,,,,8-4pm,,,,,
Dora Creek,4MO,*020682,SAN - MORRISET     ,4973 5755,,,,,,,,,,,7.30-4.30pm,,,,,
